artist,album,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year,Word Count,Prop Unique Words,Avg Sentiment,Prop Lines Pos,Prop Lines Neu,Prop Lines Neg
Xzibit,Restless,Get Your Walk On,1RPhSs2lDYKjDsELKtPvQd,53,0.909,0.74,1,-2.3609999999999998,1,0.26,0.0,0.0593,0.802,97.855,219840,4,2000,353.0,0.6912181303116147,-0.1557265625,0.21875,0.421875,0.359375
Ghostface Killah,Supreme Clientele,Mighty Healthy,2HvCL8hgJoHrrGAZEjQ3mM,41,0.644,0.946,9,-6.6739999999999995,0,0.406,1.59e-06,0.307,0.53,88.82799999999999,201693,4,2000,344.0,0.811046511627907,-0.022329032258064513,0.3225806451612903,0.3870967741935484,0.2903225806451613
Three 6 Mafia,When The Smoke Clears,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),2EduiM2UNwjCC7PsLxnOCH,58,0.9440000000000001,0.8390000000000001,11,-4.141,1,0.10800000000000001,0.0,0.0921,0.892,136.019,261973,4,2000,510.0,0.5372549019607843,-0.16154567901234568,0.12345679012345678,0.5185185185185185,0.35802469135802467
Deltron 3030,Deltron 3030,Time Keeps on Slipping,4a7iNsBx9sIDcqv0AdmFKn,48,0.6970000000000001,0.7559999999999999,1,-7.971,0,0.0884,0.0,0.38299999999999995,0.785,96.015,299093,4,2000,350.0,0.8,-0.0013249999999999929,0.2361111111111111,0.5,0.2638888888888889
Shyne,Shyne,Bad Boyz (feat. Barrington Levy),2MNQMtZbOb7rBWli3TSok0,55,0.7879999999999999,0.594,6,-4.864,0,0.336,1.65e-05,0.0534,0.691,83.84,228907,4,2000,363.0,0.6143250688705234,-0.20532878787878792,0.09090909090909091,0.48484848484848486,0.42424242424242425
Common,Like Water For Chocolate,The Light,5NiUrZVKyLpsyj62Roq5FW,48,0.9390000000000001,0.727,4,-4.349,0,0.235,0.0,0.0854,0.662,96.96799999999999,261693,4,2000,341.0,0.6539589442815249,0.1689544303797468,0.4050632911392405,0.5316455696202531,0.06329113924050633
Project Pat,Mista Don't Play: Everythangs Workin',Chickenhead (feat. La Chat & Three 6 Mafia),4k5xJOxoJbMW5sdkZGOezj,51,0.862,0.746,7,-5.729,1,0.259,0.0,0.142,0.882,156.12,255360,4,2000,469.0,0.4584221748400853,-0.004895918367346941,0.1326530612244898,0.7551020408163265,0.11224489795918367
Ja Rule,Rule 3:36,Put It On Me,0OvwzS8FX73Bw7ykMRmffU,64,0.831,0.79,1,-4.7139999999999995,0,0.165,0.0,0.0515,0.7909999999999999,93.14,262827,4,2000,382.0,0.39528795811518325,-0.08301204819277108,0.12048192771084337,0.5903614457831325,0.2891566265060241
Mystikal,Let's Get Ready,Shake Ya Ass,1jRzdY7oUBOhrylNtiMtBD,57,0.914,0.607,7,-5.6579999999999995,1,0.32,0.0,0.0515,0.6659999999999999,98.054,256973,4,2000,470.0,0.4787234042553192,-0.18785747126436783,0.1724137931034483,0.3563218390804598,0.47126436781609193
Lil Jon & The East Side Boyz,Put Yo Hood Up,Bia' Bia',5s992kwS2vr9SgrQsBootT,41,0.6759999999999999,0.746,1,-6.442,1,0.402,0.0,0.142,0.705,160.06799999999998,301093,4,2000,571.0,0.4308231173380035,0.017137254901960802,0.4019607843137255,0.22549019607843138,0.37254901960784315
Slum Village,"Fantastic, Vol. 2.10",Fall In Love,2KBo6O5rkNdtYT3wYjkEkq,62,0.7959999999999999,0.5429999999999999,1,-7.994,1,0.16399999999999998,0.00584,0.124,0.784,91.212,235213,4,2000,270.0,0.5222222222222223,0.009301724137931035,0.29310344827586204,0.4482758620689655,0.25862068965517243
Reflection Eternal,Train Of Thought,Memories Live,0kHIEdWbOvnrvTmRfPtHDN,44,0.607,0.753,10,-7.343999999999999,0,0.315,0.0,0.623,0.703,88.98100000000001,238573,4,2000,397.0,0.6826196473551638,0.1763404761904762,0.4880952380952381,0.44047619047619047,0.07142857142857142
Del The Funky Homosapien,Both Sides Of The Brain,BM's,18lGNgzlr23gFhgzbK1va0,29,0.777,0.9229999999999999,4,-4.082,0,0.115,0.00047000000000000004,0.0968,0.845,95.932,255080,4,2000,324.0,0.7438271604938271,-0.0018000000000000013,0.2028985507246377,0.5942028985507246,0.2028985507246377
Jedi Mind Tricks,Violent By Design,Speech Cobras,2WqTqLtV5uwsg2Tos7ce6I,31,0.738,0.8490000000000001,7,-5.02,1,0.318,0.000495,0.201,0.76,92.065,262827,4,2000,378.0,0.7619047619047619,-0.09366129032258064,0.27419354838709675,0.3225806451612903,0.4032258064516129
Eminem,The Marshall Mathers LP,Who Knew,15joiMls8SpP1VtGivYh6i,56,0.855,0.596,7,-4.147,1,0.307,0.0,0.139,0.7929999999999999,100.89399999999999,227760,4,2000,520.0,0.4980769230769231,-0.13755,0.11702127659574468,0.5531914893617021,0.32978723404255317
Ghostface Killah,Supreme Clientele,One,1yeHVJsVPN3ZskQ398be1E,38,0.755,0.7020000000000001,11,-7.022,1,0.21600000000000003,0.0,0.0809,0.501,89.62,226333,4,2000,460.0,0.6956521739130435,-0.04122380952380953,0.21428571428571427,0.4642857142857143,0.32142857142857145
Deltron 3030,Deltron 3030,Battlesong,23t86Wo1tL5Xabo9aDKo9A,32,0.516,0.8370000000000001,1,-10.379000000000001,0,0.473,0.0,0.162,0.79,88.396,247200,4,2000,318.0,0.8427672955974843,0.024143835616438354,0.2328767123287671,0.6164383561643836,0.1506849315068493
Eminem,The Marshall Mathers LP,Drug Ballad,7tEoJKbYdIHBfn7tTIyjHW,57,0.9129999999999999,0.7,11,-3.411,1,0.0589,0.0,0.125,0.64,104.759,300267,4,2000,627.0,0.48963317384370014,-0.04499830508474576,0.1694915254237288,0.5423728813559322,0.288135593220339
Nelly,Country Grammar,St. Louie,5rhyy3w5jugiAtoqXDUnhM,0,0.857,0.634,2,-7.271,1,0.239,0.0,0.32899999999999996,0.8340000000000001,168.825,267360,4,2000,501.0,0.5409181636726547,0.0352716814159292,0.22123893805309736,0.6460176991150443,0.13274336283185842
Nelly,Country Grammar,E.I.,703b51gh4ah7GYTYwKphj5,0,0.835,0.49700000000000005,2,-7.876,0,0.16,0.0,0.0777,0.373,89.861,285907,4,2000,431.0,0.6032482598607889,-0.048144303797468355,0.11392405063291139,0.7088607594936709,0.17721518987341772
Atmosphere,Lucy Ford: The Atmosphere EP's,Lost and Found,6yDzURA5De34SbwA0Rl5OP,3,0.5479999999999999,0.8759999999999999,10,-5.186,1,0.27699999999999997,0.0,0.22,0.595,150.205,279187,4,2000,318.0,0.7327044025157232,0.09606964285714285,0.39285714285714285,0.42857142857142855,0.17857142857142858
Shyne,Shyne,Bonnie & Shyne (feat. Barrington Levy),0UmIdWRGDL5gkXnqG9ZozM,49,0.855,0.8740000000000001,10,-4.018,0,0.21,0.0216,0.0869,0.861,89.449,257467,4,2000,340.0,0.7147058823529412,0.029223456790123465,0.14814814814814814,0.7777777777777778,0.07407407407407407
Deltron 3030,Deltron 3030,Madness,2Mh3mh3aKeAgLKaUyDQZbv,40,0.46,0.772,10,-9.724,0,0.419,4.4e-05,0.182,0.741,174.935,278880,4,2000,372.0,0.6209677419354839,-0.0394360465116279,0.18604651162790697,0.5232558139534884,0.29069767441860467
Afroman,The Good Times,Palmdale,3GyC06JJr1bKopB93Wywmx,0,0.975,0.52,1,-6.871,1,0.317,0.0,0.046,0.218,117.985,400133,4,2000,484.0,0.6384297520661157,0.0014407894736842154,0.19736842105263158,0.5789473684210527,0.2236842105263158
Ludacris,Back For The First Time,U Got A Problem?,4PhdxQ9QWdWjbaYkV6qLyp,32,0.515,0.878,2,-5.736000000000001,0,0.385,1.32e-06,0.106,0.511,164.157,295413,4,2000,397.0,0.7279596977329975,-0.08134303797468355,0.16455696202531644,0.5316455696202531,0.3037974683544304
Eminem,The Marshall Mathers LP,Kill You,5eGEc27nnhtmcOh6RC890a,68,0.897,0.5589999999999999,11,-8.267999999999999,1,0.379,0.000127,0.29600000000000004,0.677,106.991,264400,4,2000,629.0,0.4785373608903021,-0.35449727272727266,0.07272727272727272,0.3090909090909091,0.6181818181818182
Three 6 Mafia,When The Smoke Clears,Just Like Ous,7sBKJNXfxPev0PkqtWQhP4,30,0.8270000000000001,0.941,1,-2.279,1,0.35100000000000003,0.0,0.172,0.703,162.097,254467,4,2000,563.0,0.43161634103019536,-0.07712187499999999,0.2604166666666667,0.34375,0.3958333333333333
Reflection Eternal,Train Of Thought,Blast,1l7xvA5XajmKQDo1h8Vc3K,44,0.78,0.733,0,-4.974,1,0.42200000000000004,0.0,0.14,0.75,93.787,187027,4,2000,317.0,0.5583596214511041,0.10337031249999999,0.40625,0.46875,0.125
Jedi Mind Tricks,Violent By Design,Sacrafice,1WVVovbss8Ii02WVcJHvlb,34,0.753,0.85,1,-6.146,1,0.201,0.00436,0.32299999999999995,0.562,92.958,200093,4,2000,3.0,1.0,0.0,0.0,1.0,0.0
OutKast,Stankonia,Red Velvet,5AnpPlwvf01F9D1gcAbCRa,39,0.826,0.669,11,-9.425,0,0.25,0.0,0.168,0.273,106.994,232640,4,2000,403.0,0.5831265508684863,-0.037276000000000004,0.13333333333333333,0.7066666666666667,0.16
Black Rob,Life Story,Whoa!,71u5SjnkSQgzIt1UzHchbi,55,0.736,0.705,7,-6.231,1,0.24,0.0,0.321,0.557,86.404,238840,4,2000,478.0,0.4456066945606695,0.026127710843373494,0.4819277108433735,0.24096385542168675,0.27710843373493976
Eminem,The Marshall Mathers LP,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,80,0.9490000000000001,0.6609999999999999,5,-4.244,0,0.0572,0.0,0.0454,0.76,104.50399999999999,284200,4,2000,671.0,0.45007451564828616,0.10941559633027521,0.47706422018348627,0.3302752293577982,0.1926605504587156
Andre Nickatina,Daiquiri Factory Cocaine Raps Volume 2,Gingerbread Man,3O7CrnJFX871IipehGUTPp,16,0.639,0.7140000000000001,4,-5.572,1,0.373,0.0,0.46799999999999997,0.39799999999999996,175.565,157333,4,2000,253.0,0.6521739130434783,0.006487878787878793,0.19696969696969696,0.6515151515151515,0.15151515151515152
Slum Village,"Fantastic, Vol. 2.10",Climax,3Vr90BG7c0cST8NRS9GLbe,31,0.825,0.526,8,-5.346,0,0.247,1.49e-06,0.253,0.7559999999999999,95.676,211893,4,2000,272.0,0.5441176470588235,0.1443225806451613,0.4032258064516129,0.4032258064516129,0.1935483870967742
Eminem,The Marshall Mathers LP,The Way I Am,23wfXwnsPZYe5A1xXRHb3J,70,0.785,0.871,4,-2.6919999999999997,0,0.265,0.0,0.309,0.315,87.24799999999999,290427,4,2000,463.0,0.5637149028077754,-0.07758736842105263,0.14736842105263157,0.5473684210526316,0.30526315789473685
Ruff Ryders,Ryde Or Die Vol. II,WW III,3vm7NBtMNULBDQ8yAwVoWC,45,0.555,0.632,1,-6.99,1,0.583,0.0,0.358,0.40700000000000003,178.18,315267,4,2000,562.0,0.5622775800711743,-0.1476439252336449,0.14953271028037382,0.48598130841121495,0.3644859813084112
Three 6 Mafia,When The Smoke Clears,M.E.M.P.H.I.S.,65AtPW1XAMCasgEQrTVrXY,37,0.812,0.823,1,-3.1660000000000004,0,0.248,0.0,0.0879,0.9309999999999999,154.08100000000002,291400,4,2000,632.0,0.6170886075949367,-0.1716218181818182,0.11818181818181818,0.42727272727272725,0.45454545454545453
The LOX,We Are The Streets,"Ryde Or Die, B****",28TaYSTqNY96c2oyUyAwwg,47,0.763,0.88,4,-4.7410000000000005,0,0.348,0.0,0.0549,0.779,95.005,289907,4,2000,305.0,0.6819672131147541,-0.18234590163934425,0.11475409836065574,0.4262295081967213,0.45901639344262296
Deltron 3030,Deltron 3030,3030,39GBFwBe4GGk7i3yr3F46P,52,0.495,0.7709999999999999,1,-9.752,1,0.126,7.290000000000001e-05,0.14300000000000002,0.805,81.615,449480,4,2000,443.0,0.7246049661399548,0.003892134831460677,0.21348314606741572,0.6067415730337079,0.1797752808988764
JAY-Z,The Dynasty,I Just Wanna Love U (Give It 2 Me),0s46SltT4On0Z6kglK1I5c,59,0.8,0.922,4,-5.125,0,0.24,9.31e-06,0.0352,0.8009999999999999,98.631,227867,4,2000,415.0,0.46265060240963857,-0.024947872340425527,0.14893617021276595,0.5319148936170213,0.3191489361702128
Zion I,Mind Over Matter,Silly Puddy,1QpJi4MgfAyvJ1jcgFu8GE,40,0.77,0.6459999999999999,10,-7.796,0,0.275,2.8e-06,0.307,0.6920000000000001,74.976,334653,4,2000,486.0,0.668724279835391,0.07537472527472527,0.3076923076923077,0.5494505494505495,0.14285714285714285
Deltron 3030,Deltron 3030,Positive Contact,6mKai3TB6wtorWTX47wHUt,44,0.862,0.55,1,-9.586,1,0.183,0.00485,0.259,0.385,105.01799999999999,282920,4,2000,323.0,0.8173374613003096,0.08620394736842107,0.39473684210526316,0.3815789473684211,0.2236842105263158
Reflection Eternal,Train Of Thought,Expansion Outro,1Meqn4dxzDIq7DccSrnseE,23,0.7020000000000001,0.932,5,-3.67,1,0.262,0.0,0.309,0.0731,90.34299999999999,479067,4,2000,728.0,0.6263736263736264,0.046653389830508485,0.3389830508474576,0.423728813559322,0.23728813559322035
Busta Rhymes,Anarchy,Why We Die (feat. DMX & Jay-Z),2GDBcHilZFihQFCOezgoBc,30,0.5429999999999999,0.7,7,-6.979,1,0.345,0.0,0.107,0.653,80.63600000000001,239093,4,2000,497.0,0.5412474849094567,-0.11744183673469387,0.19387755102040816,0.32653061224489793,0.47959183673469385
Atmosphere,Lucy Ford: The Atmosphere EP's,Free or Dead,6cc83k7wJppk4PysZyaRpL,10,0.687,0.782,1,-6.125,1,0.377,0.0,0.0883,0.672,84.025,286333,4,2000,449.0,0.755011135857461,0.034107246376811604,0.3188405797101449,0.42028985507246375,0.2608695652173913
Queensbridge Finest,Dj Hotday Present Lost & Unreleased,Oochie Wally,6oztAZh36mqITxIGJLu22C,38,0.586,0.424,7,-17.692,1,0.382,0.000669,0.499,0.789,93.25299999999999,238413,4,2000,570.0,0.5719298245614035,0.03407685185185185,0.32407407407407407,0.4537037037037037,0.2222222222222222
Jedi Mind Tricks,Violent By Design,Retaliation,07CDOoR2MkkMM8OWUjMrRU,37,0.608,0.838,7,-4.87,0,0.2,7.25e-06,0.18100000000000002,0.584,88.57,224733,4,2000,262.0,0.6946564885496184,-0.08876304347826088,0.2391304347826087,0.32608695652173914,0.43478260869565216
Ghostface Killah,Supreme Clientele,Ghost Deini (feat. Superb),36QdFkp8dv0i5QXMO257qU,35,0.7490000000000001,0.6509999999999999,8,-6.358,0,0.306,0.0,0.358,0.413,91.712,245627,4,2000,424.0,0.785377358490566,-0.06620000000000001,0.2125,0.45,0.3375
JAY-Z,The Dynasty,Intro,6wc2PCiJf4HZ4HxVMd6igg,39,0.603,0.6629999999999999,2,-7.803999999999999,1,0.163,0.0235,0.292,0.6409999999999999,78.141,190800,4,2000,198.0,0.7878787878787878,-0.03141162790697674,0.23255813953488372,0.5348837209302325,0.23255813953488372
Big L,The Big Picture,Platinum Plus (feat. Big Daddy Kane),19qL3ckzkAxI6La4yrk7Ak,11,0.701,0.648,10,-10.124,0,0.298,0.0,0.0955,0.8740000000000001,97.87200000000001,217813,4,2000,342.0,0.6257309941520468,-0.0690758064516129,0.1774193548387097,0.4838709677419355,0.3387096774193548
Cam’ron,S.D.E.,All the Chickens,16CE8fwC2XJexZviccvhfS,13,0.581,0.691,6,-7.1160000000000005,1,0.381,0.0,0.187,0.902,83.405,241348,4,2000,376.0,0.5186170212765957,-0.03716857142857143,0.18571428571428572,0.6,0.21428571428571427
Fatlip,The Loneliest Punk,What's Up Fatlip,1VYSeEuL487kHNJe2MHePS,0,0.7909999999999999,0.6459999999999999,8,-3.02,0,0.337,0.0,0.113,0.513,169.935,202266,1,2000,253.0,0.6047430830039525,0.024458181818181816,0.32727272727272727,0.45454545454545453,0.21818181818181817
Mystikal,Let's Get Ready,Danger (Been So Long) featuring Nivea,0e42i89bY2NmPuVDtey8pg,51,0.92,0.861,7,-5.435,1,0.218,2.59e-05,0.0288,0.718,97.969,211400,4,2000,431.0,0.45707656612529,-0.10642596153846152,0.15384615384615385,0.5576923076923077,0.28846153846153844
Big L,The Big Picture,"Holdin' It Down (feat. A.G., Miss Jones & Stan Spit)",2WQzj67fHBYgZG9PRcmzai,6,0.767,0.5,7,-10.875,1,0.33799999999999997,0.0,0.188,0.725,91.225,279347,4,2000,521.0,0.5988483685220729,-0.055762626262626264,0.1414141414141414,0.5757575757575758,0.2828282828282828
Deltron 3030,Deltron 3030,Things You Can Do,3LRUR23xkDdMSOPhTnLv2d,42,0.6,0.91,8,-7.821000000000001,1,0.33799999999999997,0.0,0.11599999999999999,0.557,84.883,299827,4,2000,431.0,0.7006960556844548,-0.0020337078651685397,0.1797752808988764,0.6629213483146067,0.15730337078651685
JAY-Z,The Dynasty,Stick 2 The Script,2K0m1SldFgWl3TrYg3Vu0i,35,0.7340000000000001,0.73,1,-6.445,1,0.29,7.82e-05,0.092,0.605,85.844,248733,4,2000,445.0,0.5123595505617977,-0.1979102564102564,0.15384615384615385,0.41025641025641024,0.4358974358974359
Aesop Rock,Float,Big Bang,5Si9PODsPkWwd1LnUq1RsO,36,0.7509999999999999,0.526,0,-10.579,1,0.522,3.28e-06,0.0929,0.9390000000000001,148.063,299867,4,2000,692.0,0.6228323699421965,0.040518181818181814,0.3333333333333333,0.42424242424242425,0.24242424242424243
Various Artists,10 Years Of Bling (Vol. 1),Project Bitch,5bMdPSjx4W0RnYBHel1Eh0,26,0.83,0.6859999999999999,0,-6.393,1,0.322,3.83e-06,0.044000000000000004,0.747,75.077,282040,4,2000,1356.0,0.7072271386430679,0.0268755033557047,0.15100671140939598,0.7449664429530202,0.1040268456375839
Necro,I Need Drugs,I Need Drugs,2u2KcpSa5GhXwmQPnhomU9,42,0.752,0.514,9,-8.986,0,0.0879,0.0,0.0934,0.52,90.016,278987,4,2000,364.0,0.6703296703296703,-0.009947945205479446,0.2054794520547945,0.589041095890411,0.2054794520547945
Jurassic 5,Quality Control,The Influence,17Cl7oUgl8pc89euMCQ9sn,33,0.846,0.863,6,-5.121,0,0.28800000000000003,0.0,0.8029999999999999,0.64,98.98700000000001,236293,4,2000,487.0,0.6591375770020534,-0.02071999999999999,0.24705882352941178,0.4470588235294118,0.3058823529411765
Big L,The Big Picture,Flamboyant,3DPp5qoKdWDqOLHFj7iXVB,12,0.8440000000000001,0.675,11,-9.791,1,0.233,0.0,0.113,0.9,93.927,187093,4,2000,298.0,0.7013422818791947,-0.037253703703703706,0.24074074074074073,0.5185185185185185,0.24074074074074073
Eminem,The Marshall Mathers LP,Marshall Mathers,3X4Oz9LjhhtgyOhVNlfoYa,59,0.7290000000000001,0.759,11,-3.177,0,0.127,0.0,0.0694,0.268,95.935,321267,4,2000,613.0,0.600326264274062,-0.1471051724137931,0.16379310344827586,0.45689655172413796,0.3793103448275862
Nelly,Country Grammar,Thicky Thick Girl,7jDCcbgF425SHTttNHWwiV,0,0.789,0.679,7,-7.186,1,0.301,0.0,0.061,0.743,179.38400000000001,274321,4,2000,574.0,0.45993031358885017,0.0423765306122449,0.3673469387755102,0.3877551020408163,0.24489795918367346
Bumpy Knuckles,Industry Shakedown,Tell'em I'm Here,6exojE9WrSQ1v7IRGIFEoN,14,0.586,0.7759999999999999,11,-6.3229999999999995,1,0.415,0.0,0.153,0.845,91.78,198975,4,2000,311.0,0.6881028938906752,-0.019145283018867924,0.20754716981132076,0.5094339622641509,0.2830188679245283
JAY-Z,The Dynasty,1-900-Hustler,0P6MfJyIKSLd1PvzQy2w2e,39,0.478,0.9109999999999999,1,-4.617,1,0.43200000000000005,0.0,0.29600000000000004,0.5870000000000001,179.979,230707,4,2000,578.0,0.5605536332179931,-0.07479705882352942,0.20588235294117646,0.5,0.29411764705882354
Pastor Troy,Face Off,Move To Mars,2b8jcD9YQVYJs7EZfETorz,23,0.841,0.624,1,-4.48,1,0.04,0.0,0.14400000000000002,0.5820000000000001,120.99700000000001,348893,4,2000,342.0,0.6286549707602339,-0.1353433734939759,0.1927710843373494,0.37349397590361444,0.43373493975903615
Snoop Dogg,Tha Last Meal,Lay Low,0YHI5hydPPth6J5UOzdLDX,56,0.87,0.653,0,-4.353,1,0.326,0.0,0.303,0.755,94.84,223000,4,2000,413.0,0.5980629539951574,-0.17711973684210527,0.23684210526315788,0.3026315789473684,0.4605263157894737
Reflection Eternal,Train Of Thought,Love Language,66Gsjj79HqMqZbUGi3xyBY,31,0.805,0.6890000000000001,6,-6.502000000000001,0,0.307,0.0,0.34,0.508,98.23700000000001,302733,4,2000,521.0,0.6046065259117083,0.129732,0.33,0.54,0.13
Busta Rhymes,Anarchy,Get Out!!,1LJfRyzkNHKYi9kIKOSrKA,29,0.701,0.691,6,-6.635,0,0.376,4.210000000000001e-05,0.0759,0.825,90.771,183227,4,2000,371.0,0.5498652291105122,0.032264197530864194,0.30864197530864196,0.48148148148148145,0.20987654320987653
Tow Down,By Prescription Only,Country Rap Tune (feat. H.A.W.K. & Big Pokey),0fAuYMQ0XDNDRC5j3Ylqa5,17,0.8059999999999999,0.7390000000000001,11,-5.678,0,0.0963,0.00046399999999999995,0.0936,0.546,82.736,296373,4,2000,366.0,0.7049180327868853,0.025093684210526313,0.14736842105263157,0.7684210526315789,0.08421052631578947
Nature,For All Seasons,Man's World - Explicit Version with Album Interlude,6OdHgrIzfHydgPkZk55JgG,16,0.695,0.6890000000000001,10,-4.334,0,0.266,0.0,0.213,0.698,92.044,252373,4,2000,68988.0,0.16810169884617615,0.3538754166666667,0.6510416666666666,0.14270833333333333,0.20625
Reflection Eternal,Train Of Thought,Move Somethin',435swMJOzHgaXrzA4IUFN4,34,0.7879999999999999,0.635,7,-4.886,1,0.33299999999999996,0.0,0.0581,0.517,92.04,188000,4,2000,307.0,0.6221498371335505,0.018952380952380953,0.2222222222222222,0.5873015873015873,0.19047619047619047
MF DOOM,Mf EP,Dedicated,1HOp6cJ85T8Syppxf2AbzO,19,0.7120000000000001,0.623,7,-8.327,1,0.28,0.000424,0.12300000000000001,0.499,85.42399999999999,207648,4,2000,336.0,0.4166666666666667,-0.04797368421052631,0.07017543859649122,0.7192982456140351,0.21052631578947367
Snoop Dogg,Tha Last Meal,Set It Off,7E6cKQcGpPqsr3eqnpnw0C,35,0.7509999999999999,0.87,4,-5.15,0,0.392,0.0,0.322,0.631,90.068,277227,4,2000,497.0,0.5633802816901409,-0.16451666666666667,0.17777777777777778,0.37777777777777777,0.4444444444444444
JAY-Z,The Blueprint,U Don't Know,0KwmQGPCDkAUc4isMOj7VD,41,0.5489999999999999,0.9129999999999999,8,-3.49,0,0.146,0.0,0.26,0.669,154.957,199440,4,2001,324.0,0.6388888888888888,-0.029009999999999994,0.2,0.6166666666666667,0.18333333333333332
Aesop Rock,Labor Days,Daylight,3COHXcLRK9brRjMolzkD7Y,52,0.564,0.758,11,-6.85,1,0.28300000000000003,0.00109,0.376,0.597,92.67399999999999,266107,4,2001,552.0,0.5815217391304348,0.12345306122448979,0.3979591836734694,0.5,0.10204081632653061
Project Pat,Mista Don't Play: Everythangs Workin',Don't Save Her (feat. Crunchy Black),3ZRd5Z0fiYtASLdEPPb16m,44,0.838,0.7929999999999999,11,-5.47,0,0.0773,1.49e-06,0.106,0.8,160.003,261933,4,2001,446.0,0.531390134529148,-0.19374767441860463,0.12790697674418605,0.3953488372093023,0.47674418604651164
Masta Ace,Disposable Arts,Take a Walk,2YEwz8c1A5frm1BIU5byBM,0,0.6970000000000001,0.6729999999999999,6,-7.68,1,0.34700000000000003,1.18e-06,0.955,0.523,73.623,307133,4,2001,529.0,0.4782608695652174,0.053144915254237285,0.22033898305084745,0.6694915254237288,0.11016949152542373
OutKast,Big Boi & Dre Present...OutKast,The Whole World (feat. Killer Mike),074v54tSEWLbq3Hu5wf6uh,51,0.8140000000000001,0.852,2,-6.176,1,0.401,1.32e-06,0.0288,0.7170000000000001,184.68200000000002,295347,3,2001,417.0,0.6258992805755396,0.07555,0.39473684210526316,0.3684210526315789,0.23684210526315788
Masta Ace,Disposable Arts,Acknowledge,7pZ2wotfh8SozapeXaP8nn,0,0.725,0.7,11,-7.27,0,0.39,0.0,0.109,0.598,91.685,253307,4,2001,395.0,0.6582278481012658,-0.01250133333333334,0.29333333333333333,0.44,0.26666666666666666
Trick Daddy,THUGS ARE US,I'm a Thug,6j2aNuhJJUnRj6UHcvn5PI,57,0.9329999999999999,0.562,11,-5.962999999999999,1,0.122,0.0,0.102,0.5870000000000001,139.981,254400,4,2001,416.0,0.4014423076923077,-0.06927215189873417,0.1518987341772152,0.620253164556962,0.22784810126582278
Cannibal Ox,The Cold Vein (Deluxe Edition),The F-Word,2sl7PuO2zBfp7OR2mT7yue,0,0.613,0.852,11,-3.722,0,0.24100000000000002,5.7000000000000005e-06,0.8170000000000001,0.447,89.036,327600,4,2001,438.0,0.5616438356164384,0.09256770833333333,0.34375,0.53125,0.125
Jadakiss,Kiss Tha Game Goodbye,We Gonna Make It,3FYSNSTUCqAZGfwEd8ui4l,53,0.514,0.961,2,-3.7260000000000004,0,0.34700000000000003,1.64e-06,0.146,0.6859999999999999,87.211,213827,4,2001,404.0,0.5915841584158416,-0.09876438356164384,0.1643835616438356,0.5068493150684932,0.3287671232876712
D12,Devils Night,Purple Pills,5IweeQZdY5XEzStLzUJG5t,67,0.78,0.634,1,-5.941,1,0.16,2.98e-05,0.29,0.754,125.25,304507,4,2001,523.0,0.5544933078393881,-0.09307142857142857,0.10317460317460317,0.6349206349206349,0.2619047619047619
Immortal Technique,Revolutionary Vol. 1,Dance With the Devil,7MDUVH4ITohsIjdynRwCJp,57,0.6729999999999999,0.871,1,-5.781000000000001,0,0.415,0.0,0.47700000000000004,0.23199999999999998,89.186,579293,4,2001,1057.0,0.6017029328287606,-0.16465530726256986,0.2011173184357542,0.3687150837988827,0.4301675977653631
Ludacris,Word Of Mouf,Rollout (My Business),4SyadrABZJIjeND1HPJS31,59,0.9209999999999999,0.6679999999999999,7,-8.73,1,0.235,0.0,0.5920000000000001,0.892,131.059,296587,4,2001,404.0,0.4158415841584158,-0.058377500000000006,0.25,0.4875,0.2625
Cunninlynguists,Will Rap for Food [Deluxe Edition],Lynguistics [Deluxe Edition],3jbY9X0XZcdMMGmqI6c8ys,50,0.598,0.774,6,-7.727,0,0.35600000000000004,4.44e-05,0.575,0.752,92.286,147133,4,2001,187.0,0.8181818181818182,0.03999473684210527,0.23684210526315788,0.631578947368421,0.13157894736842105
Hieroglyphics,3rd Eye Vision,Oakland Blackouts,7FXj7qI1rSovFpvVjleUrE,45,0.8170000000000001,0.932,1,-4.053,1,0.248,0.0106,0.284,0.69,85.051,271400,4,2001,488.0,0.6168032786885246,-0.030708510638297874,0.20212765957446807,0.5319148936170213,0.26595744680851063
Nas,Stillmatic,Ether,06UPCXzhIsXnceSXmKLMEY,55,0.573,0.831,7,-5.586,1,0.433,0.0,0.0909,0.7659999999999999,76.352,277707,4,2001,571.0,0.6234676007005254,-0.0808651376146789,0.1834862385321101,0.43119266055045874,0.3853211009174312
Ludacris,Word Of Mouf,Move Bitch,1Q9b6CeMcDuO0uq5OJCrqu,58,0.777,0.764,1,-5.681,1,0.141,0.0,0.10300000000000001,0.174,177.868,270867,4,2001,420.0,0.4714285714285714,-0.36361585365853655,0.07317073170731707,0.24390243902439024,0.6829268292682927
JAY-Z,The Blueprint,Renegade,1eAZcqDmiUE57YdeElYbMd,38,0.561,0.774,1,-3.1439999999999997,0,0.447,1.84e-06,0.18899999999999997,0.82,77.62100000000001,337760,1,2001,507.0,0.6686390532544378,-0.07380520833333333,0.14583333333333334,0.5520833333333334,0.3020833333333333
