card_id,name,type,desc,atk,def,level,race,attribute,scale,archetype,linkval,linkmarkers,image_url,image_url_small,ban_tcg,ban_ocg,ban_goat,staple,views,viewsweek,upvotes,downvotes,formats,treated_as,card_tcg_date,ocg_date,konami_id,has_effect,set_id,set_rarity,set_rarity_code,set_name,num_of_cards,set_tcg_date,set_code
75953262,Warrior Dai Grepher,Normal Monster,The warrior who can manipulate dragons. Nobody knows his mysterious past.,1700.0,1600.0,4.0,Warrior,EARTH,,Grepher,,,https://images.ygoprodeck.com/images/cards/75953262.jpg,https://images.ygoprodeck.com/images/cards_small/75953262.jpg,,,,,93621,0,4,0,GOAT|OCG GOAT|Speed Duel|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5320.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-020
1347977,Mysterious Guard,Flip Effect Monster,"FLIP: Target 1 face-up monster on the field, and if you control a face-up Warrior-Type monster, you can target 1 additional face-up monster on the field; return the first target to the top of the Deck, then return the additional target (if any) to the hand if you still control a face-up Warrior-Type monster.",800.0,1200.0,3.0,Spellcaster,EARTH,,,,,https://images.ygoprodeck.com/images/cards/1347977.jpg,https://images.ygoprodeck.com/images/cards_small/1347977.jpg,,,,,101736,0,5,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5321.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-021
38742075,Frontier Wiseman,Effect Monster,"Negate any Spell effects that target a Warrior-Type monster you control, and if you do, destroy that card.",1600.0,800.0,3.0,Spellcaster,EARTH,,,,,https://images.ygoprodeck.com/images/cards/38742075.jpg,https://images.ygoprodeck.com/images/cards_small/38742075.jpg,,,,,86037,0,2,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5322.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-022
74131780,Exiled Force,Effect Monster,You can Tribute this card to target 1 monster on the field; destroy that target.,1000.0,1000.0,4.0,Warrior,EARTH,,,,,https://images.ygoprodeck.com/images/cards/74131780.jpg,https://images.ygoprodeck.com/images/cards_small/74131780.jpg,,,Limited,,185739,26,5,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5323.0,1,31e4c44e64a36366a45bd876f58ecf87,Super Rare,(SR),Legacy of Darkness,202,2003-06-06,LOD-023
1525329,The Hunter with 7 Weapons,Effect Monster,"When this card is Normal Summoned, declare 1 Type of monster. When battling that Type of monster, increase the ATK of this card by 1000 points during Damage Calculation.",1000.0,600.0,3.0,Warrior,EARTH,,,,,https://images.ygoprodeck.com/images/cards/1525329.jpg,https://images.ygoprodeck.com/images/cards_small/1525329.jpg,,,,,93718,0,1,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5324.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-024
37620434,Shadow Tamer,Flip Effect Monster,"(This card is always treated as an ""Archfiend"" card.)
FLIP: Target 1 Fiend-Type monster your opponent controls; take control of that target until the End Phase.",800.0,700.0,3.0,Warrior,EARTH,,Archfiend,,,https://images.ygoprodeck.com/images/cards/37620434.jpg,https://images.ygoprodeck.com/images/cards_small/37620434.jpg,,,,,77521,0,14,3,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5325.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-025
63018132,Dragon Manipulator,Flip Effect Monster,FLIP: Take control of 1 face-up Dragon-Type monster on your opponent's side of the field until the end of the End Phase.,700.0,800.0,3.0,Warrior,EARTH,,,,,https://images.ygoprodeck.com/images/cards/63018132.jpg,https://images.ygoprodeck.com/images/cards_small/63018132.jpg,,,,,73730,0,0,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5326.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-026
403847,The A. Forces,Spell Card,All Warrior-Type monsters you control gain 200 ATK for each Warrior or Spellcaster-Type monster you control.,,,,Continuous,,,,,,https://images.ygoprodeck.com/images/cards/403847.jpg,https://images.ygoprodeck.com/images/cards_small/403847.jpg,,,,,141000,0,4,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5327.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-027
32807846,Reinforcement of the Army,Spell Card,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/32807846.jpg,https://images.ygoprodeck.com/images/cards_small/32807846.jpg,Limited,Limited,Semi-Limited,,2720317,26,17,4,GOAT|OCG GOAT|Speed Duel|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5328.0,1,31e4c44e64a36366a45bd876f58ecf87,Super Rare,(SR),Legacy of Darkness,202,2003-06-06,LOD-028
69296555,Array of Revealing Light,Spell Card,"Declare 1 Type of monster. Any monster of the declared Type cannot declare an attack during the turn it is Normal Summoned, Flip Summoned or Special Summoned.",,,,Field,,,,,,https://images.ygoprodeck.com/images/cards/69296555.jpg,https://images.ygoprodeck.com/images/cards_small/69296555.jpg,,,,,71006,0,4,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5329.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-029
95281259,The Warrior Returning Alive,Spell Card,Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/95281259.jpg,https://images.ygoprodeck.com/images/cards_small/95281259.jpg,,,,,346617,0,4,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5330.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-030
31785398,Ready for Intercepting,Trap Card,Target 1 Warrior or Spellcaster monster on the field; change that target to face-down Defense Position.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/31785398.jpg,https://images.ygoprodeck.com/images/cards_small/31785398.jpg,,,,,71594,0,2,0,GOAT|OCG GOAT|Speed Duel|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5331.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-031
68170903,A Feint Plan,Trap Card,A player cannot attack face-down monsters during this turn.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/68170903.jpg,https://images.ygoprodeck.com/images/cards_small/68170903.jpg,,,,,118130,0,30,8,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5332.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-032
53046408,Emergency Provisions,Spell Card,Send any number of other Spell/Trap Cards you control to the Graveyard; gain 1000 LP for each card sent to the Graveyard this way.,,,,Quick-Play,,,,,,https://images.ygoprodeck.com/images/cards/53046408.jpg,https://images.ygoprodeck.com/images/cards_small/53046408.jpg,,,Semi-Limited,,162802,0,4,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5350.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-033
94568601,Tyrant Dragon,Effect Monster,"During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can make a second attack. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap. This card cannot be Special Summoned from the GY, unless you Tribute 1 Dragon monster.",2900.0,2500.0,8.0,Dragon,FIRE,,,,,https://images.ygoprodeck.com/images/cards/94568601.jpg,https://images.ygoprodeck.com/images/cards_small/94568601.jpg,,,,,87750,0,11,2,GOAT|Speed Duel|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5333.0,1,31e4c44e64a36366a45bd876f58ecf87,Ultra Rare,(UR),Legacy of Darkness,202,2003-06-06,LOD-034
31553716,Spear Dragon,Effect Monster,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. If this card attacks, it is changed to Defense Position at the end of the Damage Step.",1900.0,0.0,4.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/31553716.jpg,https://images.ygoprodeck.com/images/cards_small/31553716.jpg,,,,,108107,26,1,1,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5334.0,1,31e4c44e64a36366a45bd876f58ecf87,Super Rare,(SR),Legacy of Darkness,202,2003-06-06,LOD-035
67957315,Spirit Ryu,Effect Monster,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to the GY; this card gains 1000 ATK/DEF until the end of the Battle Phase.",1000.0,1000.0,4.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/67957315.jpg,https://images.ygoprodeck.com/images/cards_small/67957315.jpg,,,,,102079,0,4,0,GOAT|Speed Duel|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5335.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-036
93346024,The Dragon Dwelling in the Cave,Normal Monster,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. It is said to preserve certain treasures.",1300.0,2000.0,4.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/93346024.jpg,https://images.ygoprodeck.com/images/cards_small/93346024.jpg,,,,,79160,0,5,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5336.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-037
20831168,Lizard Soldier,Normal Monster,"A beast soldier derived from dragons, it is small for a Dragon-Type. Moving very quickly, this monster is an excellent strategist.",1100.0,800.0,3.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/20831168.jpg,https://images.ygoprodeck.com/images/cards_small/20831168.jpg,,,,,44961,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5337.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-038
66235877,Fiend Skull Dragon,Fusion Monster,"""Cave Dragon"" + ""Lesser Fiend""
(This card is always treated as an ""Archfiend"" card.)
A Fusion Summon of this card can only be done with the above Fusion Material Monsters. Negate the effects of Flip Effect Monsters. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap Card.",2000.0,1200.0,5.0,Dragon,WIND,,Archfiend,,,https://images.ygoprodeck.com/images/cards/66235877.jpg,https://images.ygoprodeck.com/images/cards_small/66235877.jpg,,,,,147485,0,4,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5338.0,1,31e4c44e64a36366a45bd876f58ecf87,Super Rare,(SR),Legacy of Darkness,202,2003-06-06,LOD-039
29618570,Gray Wing,Effect Monster,Discard 1 card from your hand during your Main Phase 1. This monster can attack twice during the Battle Phase of this turn.,1300.0,700.0,3.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/29618570.jpg,https://images.ygoprodeck.com/images/cards_small/29618570.jpg,,,,,85763,0,2,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5340.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-041
55013285,Troop Dragon,Effect Monster,"If this card is destroyed by battle and sent to the GY: Special Summon 1 ""Troop Dragon"" from your Deck.",700.0,800.0,2.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/55013285.jpg,https://images.ygoprodeck.com/images/cards_small/55013285.jpg,,,,,108421,0,8,4,GOAT|OCG GOAT|Speed Duel|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5341.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-042
92408984,The Dragon's Bead,Trap Card,Discard 1 card from your hand. Negate the effect of a Trap Card that targets 1 face-up Dragon-Type monster and destroy the Trap Card.,,,,Continuous,,,,,,https://images.ygoprodeck.com/images/cards/92408984.jpg,https://images.ygoprodeck.com/images/cards_small/92408984.jpg,,,,,60499,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5342.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-043
28596933,A Wingbeat of Giant Dragon,Spell Card,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/28596933.jpg,https://images.ygoprodeck.com/images/cards_small/28596933.jpg,,,,,238580,0,10,4,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5343.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-044
55991637,Dragon's Gunfire,Spell Card,"If you control a Dragon monster: Activate 1 of these effects;
● Inflict 800 damage to your opponent.
● Target 1 monster with 800 or less DEF; destroy that target.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/55991637.jpg,https://images.ygoprodeck.com/images/cards_small/55991637.jpg,,,,,98296,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5344.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-045
81385346,Stamping Destruction,Spell Card,"If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you do, inflict 500 damage to its controller.",,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/81385346.jpg,https://images.ygoprodeck.com/images/cards_small/81385346.jpg,,,,,177428,0,4,0,GOAT|Speed Duel|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5345.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-046
27770341,Super Rejuvenation,Spell Card,"During the End Phase of the turn this card was activated, draw a number of cards equal to the combined number of Dragon monsters you discarded or Tributed from your hand or field this turn.",,,,Quick-Play,,,,,,https://images.ygoprodeck.com/images/cards/27770341.jpg,https://images.ygoprodeck.com/images/cards_small/27770341.jpg,,,,,167649,0,8,0,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5346.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-047
54178050,Dragon's Rage,Trap Card,Dragon-Type monsters you control inflict piercing Battle Damage when they attack a Defense Position monster.,,,,Continuous,,,,,,https://images.ygoprodeck.com/images/cards/54178050.jpg,https://images.ygoprodeck.com/images/cards_small/54178050.jpg,,,,,133107,0,5,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|Speed Duel|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5347.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-048
80163754,Burst Breath,Trap Card,Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or equal to the ATK the Tributed monster had on the field.,,,,Normal,,,,,,https://images.ygoprodeck.com/images/cards/80163754.jpg,https://images.ygoprodeck.com/images/cards_small/80163754.jpg,,,,,92183,0,1,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5348.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-049
17658803,Luster Dragon #2,Normal Monster,"This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.",2400.0,1400.0,6.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/17658803.jpg,https://images.ygoprodeck.com/images/cards_small/17658803.jpg,,,,,95573,0,10,1,GOAT|Speed Duel|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-09-20,5349.0,0,31e4c44e64a36366a45bd876f58ecf87,Super Rare,(SR),Legacy of Darkness,202,2003-06-06,LOD-050
44203504,Robotic Knight,Normal Monster,"The Commander of Machine-Types, he serves the Machine King. He is famous for the way he controls his troops.",1600.0,1800.0,4.0,Machine,FIRE,,,,,https://images.ygoprodeck.com/images/cards/44203504.jpg,https://images.ygoprodeck.com/images/cards_small/44203504.jpg,,,,,62190,26,11,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5027.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-051
56369281,Wolf Axwielder,Normal Monster,"Once it has started battle, this monster attacks fiercely and cannot stop.",1650.0,1000.0,4.0,Beast-Warrior,EARTH,,,,,https://images.ygoprodeck.com/images/cards/56369281.jpg,https://images.ygoprodeck.com/images/cards_small/56369281.jpg,,,,,49372,0,2,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5018.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-052
83764996,The Illusory Gentleman,Normal Monster,"Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times commits crimes.",1500.0,1600.0,4.0,Spellcaster,DARK,,,,,https://images.ygoprodeck.com/images/cards/83764996.jpg,https://images.ygoprodeck.com/images/cards_small/83764996.jpg,,,,,51066,0,3,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5019.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-053
92421852,Robolady,Normal Monster,"A warrior fully covered with metal. It upgrades by fusing with ""Roboyarou"".",450.0,900.0,3.0,Machine,EARTH,,,,,https://images.ygoprodeck.com/images/cards/92421852.jpg,https://images.ygoprodeck.com/images/cards_small/92421852.jpg,,,,,36703,26,6,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5072.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-054
38916461,Roboyarou,Normal Monster,"A warrior fully covered with metal. It upgrades by fusing with ""Robolady"".",900.0,450.0,3.0,Machine,EARTH,,,,,https://images.ygoprodeck.com/images/cards/38916461.jpg,https://images.ygoprodeck.com/images/cards_small/38916461.jpg,,,,,36108,0,3,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5073.0,0,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-055
78706415,Fiber Jar,Flip Effect Monster,"FLIP: Each player shuffles all cards from their hand, field, and Graveyard into the Deck, then draws 5 cards.",500.0,500.0,3.0,Plant,EARTH,,,,,https://images.ygoprodeck.com/images/cards/78706415.jpg,https://images.ygoprodeck.com/images/cards_small/78706415.jpg,Banned,Banned,Banned,,84230,0,8,0,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG,,2003-06-06,2001-11-29,5371.0,1,31e4c44e64a36366a45bd876f58ecf87,Ultra Rare,(UR),Legacy of Darkness,202,2003-06-06,LOD-056
71829750,Serpentine Princess,Effect Monster,"If this face-up card is returned from the field to your Deck, select and Special Summon 1 Level 3 or lower monster from your Deck to your side of the field. Then shuffle your Deck.",1400.0,2000.0,4.0,Reptile,WATER,,,,,https://images.ygoprodeck.com/images/cards/71829750.jpg,https://images.ygoprodeck.com/images/cards_small/71829750.jpg,,,,,90553,0,1,2,GOAT|OCG GOAT|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5025.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-057
19153634,Patrician of Darkness,Effect Monster,You choose the attack targets for your opponent's attacks.,2000.0,1400.0,5.0,Zombie,DARK,,,,,https://images.ygoprodeck.com/images/cards/19153634.jpg,https://images.ygoprodeck.com/images/cards_small/19153634.jpg,,,,,131043,0,5,0,GOAT|OCG GOAT|Speed Duel|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5020.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-058
70797118,Thunder Nyan Nyan,Effect Monster,"If there is a non-LIGHT monster on your side of the field, destroy this face-up card.",1900.0,800.0,4.0,Thunder,LIGHT,,,,,https://images.ygoprodeck.com/images/cards/70797118.jpg,https://images.ygoprodeck.com/images/cards_small/70797118.jpg,,,,,118096,26,9,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5028.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-059
14291024,Gradius' Option,Effect Monster,"This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by selecting 1 face-up ""Gradius"" on your side of the field. The ATK and DEF of this card becomes the same as the ATK and DEF of the selected ""Gradius"". If the selected ""Gradius"" is removed from the field, destroy this card.",0.0,0.0,1.0,Machine,LIGHT,,,,,https://images.ygoprodeck.com/images/cards/14291024.jpg,https://images.ygoprodeck.com/images/cards_small/14291024.jpg,,,,,61059,0,1,1,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5372.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-060
6979239,Woodland Sprite,Effect Monster,Send 1 Equip Card equipped to this card to the Graveyard. Inflict 500 points of damage to your opponent's Life Points.,900.0,400.0,3.0,Plant,EARTH,,,,,https://images.ygoprodeck.com/images/cards/6979239.jpg,https://images.ygoprodeck.com/images/cards_small/6979239.jpg,,,,,65922,0,5,0,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5032.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-061
18036057,Airknight Parshath,Effect Monster,"If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Draw 1 card.",1900.0,1400.0,5.0,Fairy,LIGHT,,Parshath,,,https://images.ygoprodeck.com/images/cards/18036057.jpg,https://images.ygoprodeck.com/images/cards_small/18036057.jpg,,,,,167377,26,19,4,GOAT|OCG GOAT|Duel Links|Speed Duel|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5023.0,1,31e4c44e64a36366a45bd876f58ecf87,Ultra Rare,(UR),Legacy of Darkness,202,2003-06-06,LOD-062
43586926,Twin-Headed Behemoth,Effect Monster,"During the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can Special Summon this card, but its ATK/DEF become 1000. You can only use this effect of ""Twin-Headed Behemoth"" once per Duel.",1500.0,1200.0,3.0,Dragon,WIND,,,,,https://images.ygoprodeck.com/images/cards/43586926.jpg,https://images.ygoprodeck.com/images/cards_small/43586926.jpg,,,Limited,,135827,26,3,1,GOAT|Speed Duel|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5030.0,1,31e4c44e64a36366a45bd876f58ecf87,Super Rare,(SR),Legacy of Darkness,202,2003-06-06,LOD-063
40473581,Susa Soldier,Spirit Monster,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. The Battle Damage this card inflicts to your opponent's Life Points is halved.,2000.0,1600.0,4.0,Thunder,EARTH,,,,,https://images.ygoprodeck.com/images/cards/40473581.jpg,https://images.ygoprodeck.com/images/cards_small/40473581.jpg,,,,,79694,0,1,0,GOAT|OCG GOAT|Duel Links|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5376.0,1,31e4c44e64a36366a45bd876f58ecf87,Rare,(R),Legacy of Darkness,202,2003-06-06,LOD-066
76862289,Yamata Dragon,Spirit Monster,"This card cannot be Special Summoned. This card returns to its owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. When this card inflicts Battle Damage to your opponent, draw cards until you have 5 cards in your hand.",2600.0,3100.0,7.0,Dragon,FIRE,,,,,https://images.ygoprodeck.com/images/cards/76862289.jpg,https://images.ygoprodeck.com/images/cards_small/76862289.jpg,,,,,67638,0,8,2,GOAT|OCG GOAT|Duel Links|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5377.0,1,31e4c44e64a36366a45bd876f58ecf87,Ultra Rare,(UR),Legacy of Darkness,202,2003-06-06,LOD-067
2356994,Great Long Nose,Spirit Monster,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent's Life Points, your opponent skips their next Battle Phase.",1900.0,1700.0,5.0,Beast-Warrior,DARK,,,,,https://images.ygoprodeck.com/images/cards/2356994.jpg,https://images.ygoprodeck.com/images/cards_small/2356994.jpg,,,,,98687,0,4,2,GOAT|OCG GOAT|Duel Links|Common Charity|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5378.0,1,31e4c44e64a36366a45bd876f58ecf87,Common,(C),Legacy of Darkness,202,2003-06-06,LOD-068
75745607,Hino-Kagu-Tsuchi,Spirit Monster,"This card cannot be Special Summoned. This card returns to its owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent, they discard all cards in their hand during the next Draw Phase, before they draw.",2800.0,2900.0,8.0,Pyro,FIRE,,,,,https://images.ygoprodeck.com/images/cards/75745607.jpg,https://images.ygoprodeck.com/images/cards_small/75745607.jpg,,,,,66175,0,9,0,GOAT|OCG GOAT|Duel Links|Edison|TCG|OCG|Master Duel,,2003-06-06,2001-11-29,5380.0,1,31e4c44e64a36366a45bd876f58ecf87,Ultra Rare,(UR),Legacy of Darkness,202,2003-06-06,LOD-070
